ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
37;2020;10.3390/ijerph17010279;Tian et al.;Chile;NT (no-tillage);CT (conv. tillage);Mollisol (volcanic);Nitossolo;50;"Soil Bulk Density	(ρb)";1,34;0,07;3;1,39;0,08;3;#VALOR!;g/cm³;Avaliar os efeitos iniciais da transição para plantio direto em solo vulcânico com feijão.;NT promoveu menor densidade aparente superficial e maior capacidade de retenção de água.
38;2022;10.3390/agronomy12112625;Rodrigues et al.;Texas (EUA);NT (no-tillage);CT (conv. tillage);Udifluventic Haplustept (USDA);Cambissolo Flúvico (SiBCS);20;"Soil Bulk Density	(ρb)";1,41;0,03;3;1,49;0,02;3;#VALOR!;g/cm³;Avaliar o impacto do não revolvimento do solo, coberturas vegetais e adição de carbono na arquitetura radicular e AMF.;O estudo destacou melhoria da densidade e estrutura do solo com práticas sustentáveis. As análises foram feitas em milho e algodão.
39;2024;10.3390/agronomy14071418;Zhang et al.;Hainan (China);No-till com cobertura  + carbono;Plantio convencional sem cobertura;Tidal sandmud;Neossolo Quartzarênico;10;"Soil Bulk Density	(ρb)";1,6;0,09;6;1,59;0,08;6;#VALOR!;g/cm³;Avaliar os efeitos de diferentes resíduos de café (casca e folhas) sobre fisiologia e solo em mudas de café;"Nenhuma alteração significativa na densidade com aplicação de resíduos; variações foram mínimas."
41;2025;Idem;Gajewski et al.;Brody (Polônia);Mulch com casca de cafí©;Sem cobertura (controle);Albic Luvisol;Argissolo Acinzentado;15;Plant Available Water Capacity (PAWC);17,2;1,72;4;8;0,8;4;#VALOR!;% (v/v);Idem;Capacidade de água total disponível aumentada (+3.7% v/v) com uso de mostarda e preparo convencional
41;2025;Idem;Gajewski et al.;Brody (Polônia);White Mustard  + Conventional Tillage;Sem cobertura  + Strip-Till;Albic Luvisol;Argissolo Acinzentado;15;Plant Available Water Capacity (PAWC);17,2;1,72;4;8;0,8;4;#VALOR!;% (v/v);Idem;Capacidade de água total disponível aumentada (+3.7% v/v) com uso de mostarda e preparo convencional
41;2025;Idem;Gajewski et al.;Brody (Polônia);White Mustard  + Conventional Tillage;Sem cobertura  + Strip-Till;Albic Luvisol;Argissolo Acinzentado;15;"Soil Bulk Density	(ρb)";1,55;0,04;4;1,74;0,04;4;#VALOR!;Mg/m³;Idem;Redução de densidade de 0.19 Mg/m³ no sistema conservacionista com mostarda + CT
41;2022;-;Gajewski et al.;Polônia;White Mustard  + Conventional Tillage;Sem cobertura  + Strip-Till;Luvisol (Loamy Sand);Não especificado;30;"Soil Bulk Density	(ρb)";1,66;0,08;8;1,59;0,08;8;#VALOR!;Mg m⁻³;Avaliar efeito de sistemas de preparo e cobertura na densidade do solo;"BD foi levemente maior no NT; CT apresentou maior porosidade total:contentReference[oaicite:0]{index=0}"
42;2023;Idem;Zhong et al.;Loess Plateau (China);No-tillage (NT);Conventional Tillage (CT);Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;20;Plant Available Water Capacity (PAWC);10,26;1026;3;9,05;0,91;3;#VALOR!;%;Idem;"Umidade do solo significativamente superior em ST comparado a DP; pode ser tratada como proxy de capacidade de água total disponível (PAWC)."
42;2023;10.3390/agronomy13010224;Zhong et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;20;Plant Available Water Capacity (PAWC);0,19;0,01;3;0,16;0,01;3;#VALOR!;cm³/cm³;Analisar efeitos de técnicas conservacionistas sobre atributos físicos e retenção hídrica em solos argilosos.;"PAWC calculado com base em campo e ponto de murcha; aumento de 19% com subsolagem + cobertura vegetal."
42;2023;Idem;Zhong et al.;Loess Plateau (China);Subsolagem com cobertura;Pousio convencional;Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;20;Plant Available Water Capacity (PAWC);10,26;1026;3;9,05;0,91;3;#VALOR!;%;Idem;"Umidade do solo significativamente superior em ST comparado a DP; pode ser tratada como proxy de capacidade de água total disponível (PAWC)."
42;2023;10.3390/agronomy13010224;Zhong et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;20;Plant Available Water Capacity (PAWC);0,19;0,01;3;0,16;0,01;3;#VALOR!;cm³/cm³;Analisar efeitos de técnicas conservacionistas sobre atributos físicos e retenção hídrica em solos argilosos.;"PAWC calculado com base em campo e ponto de murcha; aumento de 19% com subsolagem + cobertura vegetal."
42;2023;Idem;Zhong et al.;Loess Plateau (China);Subsolagem com cobertura;Pousio convencional;Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;20;"Soil Bulk Density	(ρb)";1,26;0,03;3;1,23;0,03;3;#VALOR!;g/cm³;Idem;"Diferença pequena na densidade aparente; valores significativos, mas sem variação padrão relatada numericamente."
43;2022;Idem;Du et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Haplicorthic Aridisols;Neossolo Litólico;20;Plant Available Water Capacity (PAWC);52,71;1,02;3;48,88;0,69;3;#VALOR!;Mg/ha;Idem;Idem
43;2022;Idem;Du et al.;Loess Plateau (China);OF-100% (100% esterco bovino);CF (fertilizante quí­Â­mico);Haplicorthic Aridisols;Neossolo Litólico;20;Plant Available Water Capacity (PAWC);52,71;1,02;3;48,88;0,69;3;#VALOR!;Mg/ha;Idem;Idem
43;2022;Idem;Du et al.;Loess Plateau (China);OF-100% (100% esterco bovino);CF (fertilizante quí­Â­mico);Haplicorthic Aridisols;Neossolo Litólico;20;"Soil Bulk Density	(ρb)";1,48;0,04;3;1,5;0,05;3;#VALOR!;g/cm³;Idem;Idem
45;2022;-;Shao et al.;China;OF-100% (100% esterco bovino);CF (fertilizante quí­Â­mico);Silt loam;Não especificado;20;"Soil Bulk Density	(ρb)";1,28;0,06;8;1,24;0,06;8;#VALOR!;Mg m⁻³;Comparar BD sob soja e milho em NT e CT;"BD maior no CT nas camadas 015 cm; NT teve mais agregados estáveis:contentReference[oaicite:1]{index=1}"
46;2022;-;Soratto et al.;China (paddy field);No-tillage (NT);Mouldboard Plough (MP);Não especificado;Não especificado;20;"Soil Bulk Density	(ρb)";1,22;0,06;8;1,1;0,06;8;#VALOR!;g cm⁻³;Efeito de 5 anos de preparo do solo em arroz irrigado;NT resultou em BD significativamente maior:contentReference[oaicite:2]{index=2}
47;2022;-;Wang et al.;China;No-tillage (NT);Conventional tillage (CT);Silt loam;Não especificado;;"Soil Bulk Density	(ρb)";1,38;0,07;8;1,27;0,06;8;#VALOR!;g cm⁻³;Efeito do NT após 15 anos em propriedades físicas;BD significativamente maior sob NT desde o 9º ano:contentReference[oaicite:3]{index=3}
48;2022;10.3390/agronomy12020517;Tang et al.;Hunan (China);No-tillage (NT);Rotary tillage (RT);Stagnic Anthrosols;Gleissolo Melânico;20;"Soil Bulk Density	(ρb)";1,1;0,03;3;1,17;0,03;3;#VALOR!;g/cm³;Idem;"BD foi menor em CT do que no controle RTO; indicativo de melhor estrutura."
50;2022;-;Mancinelli et al.;Itália;RT (Rotativo  + palha);RTO (Rotativo sem palha);Não especificado;Não especificado;30;"Soil Bulk Density	(ρb)";1,32;0,07;8;1,28;0,06;8;#VALOR!;g cm⁻³;Efeito de preparo conservacionista em plantações de girassol e trigo;"Tendência de menor BD em CT; variação atribuída à compactação superficial:contentReference[oaicite:5]{index=5}"
51;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);Conservation tillage;Conventional tillage;Silty clay loam;Planossolo Háplico Eutrófico;20;"Soil Bulk Density	(ρb)";1,26;0,02;3;1,47;0,02;3;#VALOR!;g/cm³;Idem;"Densidade aparente foi menor no PT+S (-13,97%); resultado relacionado à melhor estrutura e aeração do solo com palha incorporada."
52;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);PT+S (Plow tillage  + straw retention);NT-S (No-tillage, no straw);Silty clay loam;Planossolo Háplico Eutrófico;20;"Soil Bulk Density	(ρb)";1,26;0,02;3;1,47;0,02;3;#VALOR!;g/cm³;Idem;"Redução de 13,97% em BD com PT+S vs NT-S; indicando menor compactação superficial."
53;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);PT+S (Plow tillage  + straw retention);NT-S (No-tillage, no straw);Silty clay loam;Planossolo Háplico Eutrófico;20;"Soil Bulk Density	(ρb)";12,6;0,02;3;14,7;0,02;3;#VALOR!;g/cm³;Avaliar o efeito do manejo do solo e da palha na densidade do solo em sistema arroz-ratoon.;Densidade foi significativamente menor com PT+S vs NT-S (-13,97%).
54;2022;10.3390/agronomy12061446;Castellini et al.;Sul da Itália;PT+S (Plow tillage  + straw retention);NT-S (No-tillage without straw);Clay (42.7% clay);Não especificado;10; Macroporosity (ε_macro);0,04;0,01;4;;;4;#VALOR!;cm³ cm⁻³;Indicador da drenagem rápida e espaço para raízes;Algumas áreas com PMAC indicando compactação (<0.04)
54;2022;10.3390/agronomy12061446;Castellini et al.;Sul da Itália;Cobertura vegetal mí­nima;Conventional Tillage;Clay (42.7% clay);Não especificado;10;"Soil Bulk Density	(ρb)";11,29;0,06;4;0,9;0,05;4;#VALOR!;g cm⁻³;Avaliar qualidade física do solo em NT e MT com base em indicadores da FAO;80% das amostras dentro do intervalo ótimo (0.91.2 g/cm³)
58;2022;10.3390/agronomy12020471;Gikonyo et al.;North China Plain;Cobertura vegetal mí­nima;Conventional Tillage;Fluvisol;"Neossolo Flúvico	";20;"Soil Bulk Density	(ρb)";1,25;0,04;3;1,25;0,03;3;#VALOR!;g cm⁻³;Avaliar BD sob diferentes padrões de cultivo a longo prazo em solo dessalinizado;BD médio variou de 1.23 a 1.26 entre os tratamentos
61;2024;10.3390/agronomy14081721;Liu et al.;Noroeste da China;Spring maize;Winter wheat;Silt clay loam;Argissolo eutrófico;20;"Soil Bulk Density	(ρb)";1,45;0,04;4;1,45;0,03;4;#VALOR!;g cm⁻³;Caracterizar as propriedades iniciais do solo antes do experimento;Valor igual entre tratamentos na linha base de 2011
62;2024;10.3390/agronomy14112551;Shang et al.;Gansu, China;Palhada  + N;Conventional Tillage, sem palhada;Silt loam;Planossolo Háplico;30;Plant Available Water Capacity (PAWC);20;0,04;3;18,4;0,03;3;#VALOR!;%;Avaliar retenção hídrica sob manejo com cobertura e plantio direto;"Aumento de 8.7% em relação ao CT; considerado proxy válido de PAWC"
67;2025;10.3390/agronomy15010250;Zhao et al.;Loess Plateau, China;NTG;CT;Anthrosol;Loess derivado;10; Macroporosity (ε_macro);11,9;0,04;3;8,6;0,03;3;#VALOR!;%;Avaliar efeito de palha sobre porosidade estrutural;MWS aumentou macroporosidade em 38% sobre controle
75;2022;10.3390/plants11050614;Steponavičienė et al.;Lituânia;CT-MWS;CT-Control;Endocalcaric Stagnosol;Planossolo;10;Plant Available Water Capacity (PAWC);0,19;0,08;4;0,18;0,4;;#VALOR!;m³ m⁻³;Avaliar a capacidade de retenção de água disponível para as plantas.;"PAWC superior sob NT+S; extraído da Tabela 2, ano 2013."
75;2022;10.3390/plants11050614;Steponavičienė et al.;Lituânia;No-Tillage  + Straw (NT+S);Conventional Ploughing  + No Straw (CP+R);Endocalcaric Stagnosol;Planossolo;20;Plant Available Water Capacity (PAWC);0,23;0,08;4;0,18;0,4;;#VALOR!;m³ m⁻³;Idem acima.;Valores referentes ao ano de 2019.
95;2025;10.1016/j.still.2025.106506;Luo et al.;China;No-Tillage  + Straw (NT+S);Conventional Ploughing  + No Straw (CP+R);Silt Loam/Sandy Clay Loam;Solo Salino;10;"Soil Bulk Density	(ρb)";1,33;0,04;3;1,59;0,04;3;#VALOR!;g cm⁻³;Analisar o impacto da cobertura com palha e irrigação sobre a compactação do solo após o inverno.;"BD extraído da seção 2.1 para CK (pré-tratamento); valores pós-tratamento estimados com base na redução relatada."
97;2025;10.1016/j.jenvman.2025.125195;Liu et al.;China;Winter Irrigation  + Straw Mulching (W3S2);Controle (CK);Brown Loam;Argissolo;20;Water-Stable Aggregates (WSA);1,32;0,08;3;1,1;0,1;3;#VALOR!;mm;Determinar o efeito do manejo na estabilidade dos agregados.;"SSS aumentou MWD em 20% em relação ao CTS; valores da Fig. 2a."
97;2025;10.1016/j.energy.2025.135851;Huang et al.;Japão;Subsoiling  + Straw Return (SSS);Conventional Tillage  + Straw Return (CTS);Andosol;Latossolo;30;"Soil Bulk Density	(ρb)";0,98;;3;1,05;;3;#VALOR!;g cm⁻³;Avaliar o impacto do NT sobre a compactação em Andossolos.;"Valores aproximados com base na equação de cálculo de estoque (Seção 2.5); NT resultou em menor BD."
98;2025;10.1016/j.fcr.2025.109821;Li et al.;China;No-Tillage  + Intercropping;Rotary Tillage  + Monocropping;Cumulic Anthrosol;Argissolo;20;"Soil Bulk Density	(ρb)";1,35;;3;1,41;;3;#VALOR!;g cm⁻³;Estimado a partir da equação BD = 1.377 * exp(0.0048 * SOC).;"Palha reduziu levemente a densidade; não reportado diretamente, mas deduzido pela fórmula (Seção 2.4)."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Silty Sandy Loam;Solo Salino;20;"Soil Bulk Density	(ρb)";1,29;0,25;3;1,31;0,27;3;#VALOR!;g cm⁻³;Comparar a densidade do solo nos diferentes sistemas.;"Leve redução da BD sob Psw-WM; Seção 2.1."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;20;"Soil Bulk Density	(ρb)";1,27;0,25;3;1,31;0,27;3;#VALOR!;g cm⁻³;Verificar os efeitos do sistema Sor-WM na densidade do solo.;"BD levemente inferior ao controle contínuo; Seção 2.1."
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Loessial soil;Não especificado;0-20;Water-Stable Aggregates (WSA);2,06;0,08;4;0,06;0,04;4;#VALOR!;cm;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;WsMs;WhMh;Loessial soil;Não especificado;0-20;"Soil Bulk Density	(ρb)";1,3;0,03;4;;;4;#VALOR!;g/cm3;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
114;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;WsMs;WhMh;Andosol;;30;"Soil Bulk Density	(ρb)";0,89;;4;1,08;;4;#VALOR!;g/cm³;Avaliar a densidade do solo sob sistemas regenerativos.;NT reduziu a BD em 20,9% vs. MP em 2021.
115;2023;10.1016/j.ecolind.2023.110634;Soil quality indicators for evaluating tillage practices in agroecosystems of the Brazilian Cerrado;Rio Verde, GO, Brasil (17°48′36″S, 50°54′36″W);No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Ferralsol / Oxisol;Latossolo Vermelho Distrófico;0–10; Macroporosity (ε_macro);47;3;4;53,5;2,5;4;#VALOR!;%;Avaliar o impacto de diferentes sistemas de preparo sobre a qualidade física do solo, com foco em atributos geotécnicos e estruturais.;Plantio direto apresentou menor porosidade total, indicando degradação estrutural.
115;2023;10.1016/j.ecolind.2023.110634;Soil quality indicators for evaluating tillage practices in agroecosystems of the Brazilian Cerrado;Rio Verde, GO, Brasil (17°48′36″S, 50°54′36″W);Plantio Direto (PD);Cerrado Nativo (CN);Ferralsol / Oxisol;Latossolo Vermelho Distrófico;0–10;Penetration Resistance (PR);1,4;0,12;4;0,95;0,08;4;#VALOR!;MPa;Avaliar o impacto de diferentes sistemas de preparo sobre a qualidade física do solo, com foco em atributos geotécnicos e estruturais.;A resistência foi maior nos manejos mecanizados em relação ao cerrado nativo, indicando compactação superficial.
115;2023;10.1016/j.ecolind.2023.110634;Soil quality indicators for evaluating tillage practices in agroecosystems of the Brazilian Cerrado;Rio Verde, GO, Brasil (17°48′36″S, 50°54′36″W);Plantio Direto (PD);Cerrado Nativo (CN);Ferralsol / Oxisol;Latossolo Vermelho Distrófico;0–10;Plant Available Water Capacity (PAWC);22,5;2,1;4;26,8;2,3;4;#VALOR!;%;Avaliar o impacto de diferentes sistemas de preparo sobre a qualidade física do solo, com foco em atributos geotécnicos e estruturais.;Observou-se maior retenção de umidade no solo sob cerrado nativo.
115;2023;10.1016/j.ecolind.2023.110634;Soil quality indicators for evaluating tillage practices in agroecosystems of the Brazilian Cerrado;Rio Verde, GO, Brasil (17°48′36″S, 50°54′36″W);Plantio Direto (PD);Cerrado Nativo (CN);Ferralsol / Oxisol;Latossolo Vermelho Distrófico;0–10;"Soil Bulk Density	(ρb)";1,45;0,08;4;1,2;0,05;4;#VALOR!;g cm⁻³;Avaliar o impacto de diferentes sistemas de preparo sobre a qualidade física do solo, com foco em atributos geotécnicos e estruturais.;O plantio direto apresentou maior densidade e resistência do solo nas camadas superficiais, enquanto o cerrado nativo teve melhores condições físicas.
116;2021;10.1016/j.geoderma.2020.114911;Gabriel et al.;Espanha;Plantio Direto (PD);Cerrado Nativo (CN);Haplic Calcisol;Loam;0.5;Penetration Resistance (PR);7,2;0,4;40;2,9;0,5;40;#VALOR!;kg cm⁻²;Investigar a resistência à penetração superficial em função do uso de cobertura vegetal e sua relação com o teor de água no solo.;Valores referentes ao período de 2009 a 2014 sob condição de umidade semelhante.
116;2021;10.1016/j.geoderma.2020.114911;Gabriel et al.;Espanha;Barley (Hordeum vulgare L.);Bare fallow;Haplic Calcisol;Loam;0–5;"Soil Bulk Density	(ρb)";1,27;0,02;12;1,34;0,03;12;#VALOR!;g cm⁻³;Avaliar o impacto de culturas de cobertura sobre a densidade do solo superficial em sistema irrigado semiárido com rotação milho girassol.;"Valores extraídos da média ao longo do experimento para profundidade de 0–5 cm; redução contínua com o uso de cevada."
